Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
beautician	11	10	8	7	0.22	1.0792	0.12	1.0414	3.0
bedchamber	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
bedfellows	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
begotten	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
beleaguered	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
bigoted	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
blacklisted	23	10	19	9	0.45	1.3802	0.12	1.0414	3.0
blemishes	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
boisterous	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
Botswana	18	10	2	1	0.35	1.2788	0.12	1.0414	3.0
brandishing	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
brutalized	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
Bucharest	25	10	0	0	0.49	1.415	0.12	1.0414	3.0
buttonhole	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
bypassing	11	10	8	7	0.22	1.0792	0.12	1.0414	3.0
calculates	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
Calvary	12	10	2	2	0.24	1.1139	0.12	1.0414	3.0
cannery	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
cappella	22	10	14	7	0.43	1.3617	0.12	1.0414	3.0
Caracas	13	10	0	0	0.25	1.1461	0.12	1.0414	3.0
carpeted	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
caseworker	14	10	14	10	0.27	1.1761	0.12	1.0414	3.0
centigrade	11	10	8	7	0.22	1.0792	0.12	1.0414	3.0
Cervantes	30	10	0	0	0.59	1.4914	0.12	1.0414	3.0
challengers	13	10	12	9	0.25	1.1461	0.12	1.0414	3.0
cherishes	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
chiseling	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
circulates	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
circumspect	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
Clarion	15	10	2	2	0.29	1.2041	0.12	1.0414	3.0
cluttering	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
colonize	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
combatant	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
confluence	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
conforming	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
conjugate	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
consciences	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
consonants	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
constancy	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
convening	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
converter	11	10	9	8	0.22	1.0792	0.12	1.0414	3.0
conveyance	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
copulate	13	10	11	9	0.25	1.1461	0.12	1.0414	3.0
courtesies	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
curable	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
curative	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
darkening	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
decibel	10	10	7	7	0.2	1.0414	0.12	1.0414	3.0
decibels	16	10	16	10	0.31	1.2304	0.12	1.0414	3.0
defacing	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
deities	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
dejected	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
denizens	11	10	9	9	0.22	1.0792	0.12	1.0414	3.0
derailment	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
detested	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
devours	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
differing	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
diffusion	11	10	9	8	0.22	1.0792	0.12	1.0414	3.0
digesting	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
disclosing	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
discusses	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
disrespects	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
dissenting	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
eerily	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
electrics	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
electrode	15	10	15	10	0.29	1.2041	0.12	1.0414	3.0
embittered	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
encompass	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
enforcers	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
enriching	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
enrolling	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
entropy	11	10	9	9	0.22	1.0792	0.12	1.0414	3.0
entrusting	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
environs	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
equinox	19	10	14	7	0.37	1.301	0.12	1.0414	3.0
escalates	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
escapee	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
Espanol	10	10	2	2	0.2	1.0414	0.12	1.0414	3.0
Estrada	20	10	0	0	0.39	1.3222	0.12	1.0414	3.0
estrangement	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
Etruscan	13	10	0	0	0.25	1.1461	0.12	1.0414	3.0
Europa	35	10	0	0	0.69	1.5563	0.12	1.0414	3.0
evergreen	10	10	6	6	0.2	1.0414	0.12	1.0414	3.0
excavate	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
exerted	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
extorted	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
fajitas	20	10	15	9	0.39	1.3222	0.12	1.0414	3.0
fallible	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
falsetto	15	10	14	10	0.29	1.2041	0.12	1.0414	3.0
faltering	10	10	7	7	0.2	1.0414	0.12	1.0414	3.0
feathery	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
finagle	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
finicky	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
flawlessly	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
fluctuate	11	10	10	10	0.22	1.0792	0.12	1.0414	3.0
Forestry	11	10	4	4	0.22	1.0792	0.12	1.0414	3.0
fossilized	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
frankfurters	13	10	11	9	0.25	1.1461	0.12	1.0414	3.0
galleon	16	10	9	9	0.31	1.2304	0.12	1.0414	3.0
gatherers	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
giggly	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
Gillian	31	10	0	0	0.61	1.5051	0.12	1.0414	3.0
gooseberry	14	10	11	9	0.27	1.1761	0.12	1.0414	3.0
grandparent	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
handcrafted	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
handicaps	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
Harbinger	17	10	8	7	0.33	1.2553	0.12	1.0414	3.0
harmonies	14	10	13	9	0.27	1.1761	0.12	1.0414	3.0
Hasidic	11	10	0	0	0.22	1.0792	0.12	1.0414	3.0
heavyset	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
hesitates	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
hibernate	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
highlighting	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
hobnobbing	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
Hominy	25	10	9	7	0.49	1.415	0.12	1.0414	3.0
idealists	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
igniting	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
imparted	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
inference	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
injector	16	10	15	9	0.31	1.2304	0.12	1.0414	3.0
instigate	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
intently	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
interacts	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
internships	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
interprets	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
intrinsic	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
invalids	13	10	12	9	0.25	1.1461	0.12	1.0414	3.0
jealously	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
Jesuits	21	10	0	0	0.41	1.3424	0.12	1.0414	3.0
Kimura	29	10	0	0	0.57	1.4771	0.12	1.0414	3.0
kitchenette	16	10	10	9	0.31	1.2304	0.12	1.0414	3.0
lamented	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
legalese	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
legalized	11	10	9	9	0.22	1.0792	0.12	1.0414	3.0
legible	11	10	10	10	0.22	1.0792	0.12	1.0414	3.0
licensing	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
Limerick	34	10	12	9	0.67	1.5441	0.12	1.0414	3.0
loyally	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
Machinist	21	10	10	7	0.41	1.3424	0.12	1.0414	3.0
Magnolias	13	10	5	4	0.25	1.1461	0.12	1.0414	3.0
malcontent	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
maneuvered	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
manganese	11	10	7	7	0.22	1.0792	0.12	1.0414	3.0
masterminds	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
mastodon	14	10	10	7	0.27	1.1761	0.12	1.0414	3.0
megatons	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
melodic	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
Mendelssohn	21	10	0	0	0.41	1.3424	0.12	1.0414	3.0
Minuteman	12	10	2	2	0.24	1.1139	0.12	1.0414	3.0
misbehaves	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
miscreant	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
molesters	15	10	15	10	0.29	1.2041	0.12	1.0414	3.0
monkeying	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
Mordecai	21	10	0	0	0.41	1.3424	0.12	1.0414	3.0
Mozambique	23	10	0	0	0.45	1.3802	0.12	1.0414	3.0
narration	14	10	14	10	0.27	1.1761	0.12	1.0414	3.0
narrower	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
neediest	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
nondescript	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
nonsmoking	14	10	11	10	0.27	1.1761	0.12	1.0414	3.0
novelists	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
overblown	12	10	9	9	0.24	1.1139	0.12	1.0414	3.0
Overlord	21	10	3	3	0.41	1.3424	0.12	1.0414	3.0
overmatched	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
overran	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
pantaloons	11	10	9	9	0.22	1.0792	0.12	1.0414	3.0
Parthenon	18	10	0	0	0.35	1.2788	0.12	1.0414	3.0
passersby	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
peacemaker	12	10	6	6	0.24	1.1139	0.12	1.0414	3.0
peacemakers	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
pectoral	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
penitent	27	10	24	10	0.53	1.4472	0.12	1.0414	3.0
permanence	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
perspectives	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
pheromone	21	10	19	8	0.41	1.3424	0.12	1.0414	3.0
pineal	18	10	18	10	0.35	1.2788	0.12	1.0414	3.0
pioneered	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
pirating	18	10	18	10	0.35	1.2788	0.12	1.0414	3.0
pitying	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
plethora	19	10	18	9	0.37	1.301	0.12	1.0414	3.0
polarized	18	10	18	10	0.35	1.2788	0.12	1.0414	3.0
Pontius	16	10	0	0	0.31	1.2304	0.12	1.0414	3.0
possessor	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
posthumous	13	10	12	9	0.25	1.1461	0.12	1.0414	3.0
powdering	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
preventive	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
propellant	16	10	14	8	0.31	1.2304	0.12	1.0414	3.0
proponent	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
protracted	12	10	9	9	0.24	1.1139	0.12	1.0414	3.0
proviso	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
Puppeteer	63	10	9	8	1.24	1.8062	0.12	1.0414	3.0
purveyor	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
railroaded	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
ransacking	12	10	11	10	0.24	1.1139	0.12	1.0414	3.0
ravages	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
readership	11	10	9	8	0.22	1.0792	0.12	1.0414	3.0
receptor	52	10	52	10	1.02	1.7243	0.12	1.0414	3.0
reflector	14	10	13	9	0.27	1.1761	0.12	1.0414	3.0
refreshes	12	10	10	9	0.24	1.1139	0.12	1.0414	3.0
rehired	15	10	14	9	0.29	1.2041	0.12	1.0414	3.0
Reina	36	10	2	2	0.71	1.5682	0.12	1.0414	3.0
reloaded	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
repainted	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
rethinking	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
reverent	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
reverted	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
revoking	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
righteously	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
romantics	12	10	10	9	0.24	1.1139	0.12	1.0414	3.0
Rotterdam	16	10	0	0	0.31	1.2304	0.12	1.0414	3.0
salespeople	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
saturate	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
seagoing	11	10	10	10	0.22	1.0792	0.12	1.0414	3.0
seaworthy	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
sectional	14	10	11	9	0.27	1.1761	0.12	1.0414	3.0
Serbian	15	10	0	0	0.29	1.2041	0.12	1.0414	3.0
sheltering	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
sinewy	14	10	14	10	0.27	1.1761	0.12	1.0414	3.0
skirmishes	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
slandering	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
sleepwalker	11	10	10	10	0.22	1.0792	0.12	1.0414	3.0
stilettos	13	10	10	8	0.25	1.1461	0.12	1.0414	3.0
stratagem	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
strategize	12	10	10	9	0.24	1.1139	0.12	1.0414	3.0
subpoenas	12	10	11	9	0.24	1.1139	0.12	1.0414	3.0
subscribers	13	10	12	9	0.25	1.1461	0.12	1.0414	3.0
substantive	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
sufferers	12	10	10	9	0.24	1.1139	0.12	1.0414	3.0
suitably	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
superbly	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
supposes	25	10	24	10	0.49	1.415	0.12	1.0414	3.0
suspenseful	11	10	7	7	0.22	1.0792	0.12	1.0414	3.0
sweltering	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
synapses	12	10	10	8	0.24	1.1139	0.12	1.0414	3.0
synthesize	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
systemic	11	10	8	7	0.22	1.0792	0.12	1.0414	3.0
tapestries	16	10	15	10	0.31	1.2304	0.12	1.0414	3.0
teleport	11	10	7	6	0.22	1.0792	0.12	1.0414	3.0
theorize	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
ticketed	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
totaling	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
Transformers	26	10	6	5	0.51	1.4314	0.12	1.0414	3.0
trumpeter	10	10	6	6	0.2	1.0414	0.12	1.0414	3.0
turpitude	13	10	12	9	0.25	1.1461	0.12	1.0414	3.0
Unchallenged	12	10	5	5	0.24	1.1139	0.12	1.0414	3.0
undefined	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
underdogs	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
undergoes	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
underpass	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
underweight	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
Underwood	41	10	0	0	0.8	1.6232	0.12	1.0414	3.0
undisclosed	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
unequal	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
uninvolved	11	10	11	10	0.22	1.0792	0.12	1.0414	3.0
unraveled	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
unwrapping	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
urethra	12	10	12	10	0.24	1.1139	0.12	1.0414	3.0
vanities	11	10	7	6	0.22	1.0792	0.12	1.0414	3.0
vendettas	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
verboten	16	10	14	10	0.31	1.2304	0.12	1.0414	3.0
verifies	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
vibrato	12	10	10	8	0.24	1.1139	0.12	1.0414	3.0
wanderers	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
wantonly	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
wellbeing	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
wickedly	10	10	9	9	0.2	1.0414	0.12	1.0414	3.0
windowless	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
windowpane	13	10	13	10	0.25	1.1461	0.12	1.0414	3.0
winery	17	10	16	9	0.33	1.2553	0.12	1.0414	3.0
wobbling	11	10	10	9	0.22	1.0792	0.12	1.0414	3.0
woefully	10	10	10	10	0.2	1.0414	0.12	1.0414	3.0
Worcestershire	11	10	2	2	0.22	1.0792	0.12	1.0414	3.0
wrangler	10	10	8	8	0.2	1.0414	0.12	1.0414	3.0
abdicate	9	9	9	9	0.18	1.0	0.11	1.0	3.0
abhorrent	9	9	9	9	0.18	1.0	0.11	1.0	3.0
accolades	9	9	9	9	0.18	1.0	0.11	1.0	3.0
adenoids	11	9	9	8	0.22	1.0792	0.11	1.0	3.0
adherence	9	9	8	8	0.18	1.0	0.11	1.0	3.0
adhering	9	9	9	9	0.18	1.0	0.11	1.0	3.0
adjournment	11	9	11	9	0.22	1.0792	0.11	1.0	3.0
afterglow	16	9	10	8	0.31	1.2304	0.11	1.0	3.0
aftertaste	11	9	11	9	0.22	1.0792	0.11	1.0	3.0
agonies	12	9	10	8	0.24	1.1139	0.11	1.0	3.0
airlifted	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
alchemy	11	9	8	7	0.22	1.0792	0.11	1.0	3.0
Algonquin	10	9	0	0	0.2	1.0414	0.11	1.0	3.0
alleges	9	9	8	8	0.18	1.0	0.11	1.0	3.0
alleles	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
alluding	9	9	9	9	0.18	1.0	0.11	1.0	3.0
amoral	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
amputee	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
angora	21	9	11	8	0.41	1.3424	0.11	1.0	3.0
appeasement	10	9	8	8	0.2	1.0414	0.11	1.0	3.0
aspirate	10	9	7	6	0.2	1.0414	0.11	1.0	3.0
assembles	9	9	9	9	0.18	1.0	0.11	1.0	3.0
assessor	11	9	9	9	0.22	1.0792	0.11	1.0	3.0
Assisi	22	9	1	1	0.43	1.3617	0.11	1.0	3.0
avatars	9	9	8	8	0.18	1.0	0.11	1.0	3.0
banishment	10	9	7	7	0.2	1.0414	0.11	1.0	3.0
barbarous	11	9	10	8	0.22	1.0792	0.11	1.0	3.0
Bedouin	13	9	0	0	0.25	1.1461	0.11	1.0	3.0
befallen	9	9	9	9	0.18	1.0	0.11	1.0	3.0
befriending	9	9	7	7	0.18	1.0	0.11	1.0	3.0
behemoth	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
berating	9	9	8	8	0.18	1.0	0.11	1.0	3.0
bifocals	9	9	7	7	0.18	1.0	0.11	1.0	3.0
bimonthly	9	9	9	9	0.18	1.0	0.11	1.0	3.0
blockbusters	14	9	10	8	0.27	1.1761	0.11	1.0	3.0
Bogota	14	9	1	1	0.27	1.1761	0.11	1.0	3.0
bombastic	11	9	8	6	0.22	1.0792	0.11	1.0	3.0
bonfires	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
bookmaking	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
breathlessly	9	9	9	9	0.18	1.0	0.11	1.0	3.0
Buccaneers	13	9	6	5	0.25	1.1461	0.11	1.0	3.0
bullfighting	14	9	12	8	0.27	1.1761	0.11	1.0	3.0
burials	10	9	8	7	0.2	1.0414	0.11	1.0	3.0
Caesarean	10	9	2	2	0.2	1.0414	0.11	1.0	3.0
captivate	9	9	9	9	0.18	1.0	0.11	1.0	3.0
cascading	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
castaway	32	9	21	8	0.63	1.5185	0.11	1.0	3.0
Cavendish	32	9	0	0	0.63	1.5185	0.11	1.0	3.0
cemented	11	9	10	9	0.22	1.0792	0.11	1.0	3.0
choruses	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
clairvoyance	10	9	9	9	0.2	1.0414	0.11	1.0	3.0
cognizant	11	9	10	8	0.22	1.0792	0.11	1.0	3.0
collisions	9	9	9	9	0.18	1.0	0.11	1.0	3.0
comeuppance	9	9	7	7	0.18	1.0	0.11	1.0	3.0
commuters	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
conductors	11	9	10	9	0.22	1.0792	0.11	1.0	3.0
conduits	12	9	11	8	0.24	1.1139	0.11	1.0	3.0
configure	9	9	8	8	0.18	1.0	0.11	1.0	3.0
configured	9	9	9	9	0.18	1.0	0.11	1.0	3.0
congestive	14	9	13	8	0.27	1.1761	0.11	1.0	3.0
convulsion	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
copious	9	9	7	7	0.18	1.0	0.11	1.0	3.0
corneas	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
correctness	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
cortical	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
credenza	9	9	8	8	0.18	1.0	0.11	1.0	3.0
culpable	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
curio	9	9	9	9	0.18	1.0	0.11	1.0	3.0
Cyrillic	11	9	2	2	0.22	1.0792	0.11	1.0	3.0
daffodil	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
Ddt	11	9	0	0	0.22	1.0792	0.11	1.0	3.0
decimate	9	9	9	9	0.18	1.0	0.11	1.0	3.0
defrauding	9	9	7	7	0.18	1.0	0.11	1.0	3.0
deluding	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
demerit	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
deportment	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
desirous	12	9	8	8	0.24	1.1139	0.11	1.0	3.0
despairing	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
digitized	9	9	7	7	0.18	1.0	0.11	1.0	3.0
disheveled	9	9	9	9	0.18	1.0	0.11	1.0	3.0
dishwashers	9	9	9	9	0.18	1.0	0.11	1.0	3.0
dissident	9	9	9	9	0.18	1.0	0.11	1.0	3.0
distemper	9	9	8	8	0.18	1.0	0.11	1.0	3.0
distributes	9	9	9	9	0.18	1.0	0.11	1.0	3.0
dogmatic	10	9	8	7	0.2	1.0414	0.11	1.0	3.0
draperies	9	9	9	9	0.18	1.0	0.11	1.0	3.0
drudgery	9	9	9	9	0.18	1.0	0.11	1.0	3.0
eatery	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
eclipses	9	9	9	9	0.18	1.0	0.11	1.0	3.0
electing	9	9	9	9	0.18	1.0	0.11	1.0	3.0
electives	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
Elektra	65	9	0	0	1.27	1.8195	0.11	1.0	3.0
elevates	9	9	9	9	0.18	1.0	0.11	1.0	3.0
emergence	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
emitted	9	9	9	9	0.18	1.0	0.11	1.0	3.0
emplacements	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
encircled	9	9	7	7	0.18	1.0	0.11	1.0	3.0
encrusted	9	9	9	9	0.18	1.0	0.11	1.0	3.0
enemas	12	9	12	9	0.24	1.1139	0.11	1.0	3.0
engraver	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
enhancer	9	9	9	9	0.18	1.0	0.11	1.0	3.0
ennui	19	9	17	8	0.37	1.301	0.11	1.0	3.0
enslavement	9	9	8	8	0.18	1.0	0.11	1.0	3.0
ensuing	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
Esplanade	16	9	7	5	0.31	1.2304	0.11	1.0	3.0
eulogies	12	9	11	8	0.24	1.1139	0.11	1.0	3.0
exemplar	9	9	8	8	0.18	1.0	0.11	1.0	3.0
expelling	11	9	10	8	0.22	1.0792	0.11	1.0	3.0
extractions	9	9	8	8	0.18	1.0	0.11	1.0	3.0
fairyland	12	9	10	7	0.24	1.1139	0.11	1.0	3.0
fanciest	9	9	9	9	0.18	1.0	0.11	1.0	3.0
fathering	9	9	9	9	0.18	1.0	0.11	1.0	3.0
fellowships	9	9	9	9	0.18	1.0	0.11	1.0	3.0
fibrosis	20	9	13	8	0.39	1.3222	0.11	1.0	3.0
fibula	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
figurine	14	9	14	9	0.27	1.1761	0.11	1.0	3.0
fingertip	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
fisticuffs	9	9	9	9	0.18	1.0	0.11	1.0	3.0
fluctuates	9	9	8	8	0.18	1.0	0.11	1.0	3.0
fortresses	11	9	7	6	0.22	1.0792	0.11	1.0	3.0
Franciscan	13	9	0	0	0.25	1.1461	0.11	1.0	3.0
frankincense	12	9	7	6	0.24	1.1139	0.11	1.0	3.0
gaseous	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
Globetrotters	12	9	1	1	0.24	1.1139	0.11	1.0	3.0
Gobbler	16	9	6	4	0.31	1.2304	0.11	1.0	3.0
graciousness	10	9	9	8	0.2	1.0414	0.11	1.0	3.0
grandbaby	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
granddaughters	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
Grandmaster	21	9	1	1	0.41	1.3424	0.11	1.0	3.0
habitats	11	9	11	9	0.22	1.0792	0.11	1.0	3.0
Halcyon	13	9	3	3	0.25	1.1461	0.11	1.0	3.0
haphazard	10	9	9	9	0.2	1.0414	0.11	1.0	3.0
harmonic	11	9	10	8	0.22	1.0792	0.11	1.0	3.0
harnesses	10	9	10	9	0.2	1.0414	0.11	1.0	3.0
