Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
about	185206	8321	179962	8313	3631.49	5.2677	99.2	3.9202	2.0	01
going	108288	8238	106853	8235	2123.29	5.0346	98.21	3.9159	2.0	10
something	76508	8231	69678	8203	1500.16	4.8837	98.13	3.9155	2.0	10
over	67488	8171	63199	8142	1323.29	4.8292	97.41	3.9123	2.0	10
never	69490	8158	61882	8103	1362.55	4.8419	97.26	3.9116	2.0	10
only	55269	8118	48650	8048	1083.71	4.7425	96.78	3.9095	2.0	10
our	71425	8113	63788	8043	1400.49	4.8539	96.72	3.9092	2.0	10
little	73766	8072	69783	8051	1446.39	4.8679	96.23	3.907	2.0	10
any	56068	8049	49853	7974	1099.37	4.7487	95.96	3.9058	2.0	10
really	76508	7956	63382	7861	1500.16	4.8837	94.85	3.9007	2.0	10
doing	52492	7954	51900	7950	1029.25	4.7201	94.83	3.9006	2.0	10
even	44672	7931	38346	7775	875.92	4.65	94.55	3.8994	2.0	10
sorry	59566	7923	43411	7595	1167.96	4.775	94.46	3.8989	2.0	10
before	40501	7914	37297	7815	794.14	4.6075	94.35	3.8985	2.0	01
because	54622	7910	35833	7430	1071.02	4.7374	94.3	3.8982	2.0	01
people	56252	7889	50482	7791	1102.98	4.7501	94.05	3.8971	2.0	10
into	43074	7876	42661	7868	844.59	4.6342	93.9	3.8964	2.0	01
very	63304	7863	54294	7709	1241.25	4.8014	93.74	3.8956	2.0	10
again	40428	7852	39144	7815	792.71	4.6067	93.61	3.895	2.0	01
nothing	43534	7851	29680	7375	853.61	4.6388	93.6	3.895	2.0	10
better	40494	7814	37426	7756	794.0	4.6074	93.16	3.8929	2.0	10
other	37505	7738	36688	7709	735.39	4.5741	92.25	3.8887	2.0	10
Maybe	47249	7737	18779	6368	926.45	4.6744	92.24	3.8886	2.0	10
after	34812	7645	27459	7337	682.59	4.5417	91.14	3.8834	2.0	10
away	37276	7580	36915	7567	730.9	4.5714	90.37	3.8797	2.0	01
around	37573	7563	37074	7548	736.73	4.5749	90.16	3.8788	2.0	01
ever	36170	7513	34138	7436	709.22	4.5584	89.57	3.8759	2.0	10
always	33418	7495	31224	7415	655.25	4.524	89.35	3.8748	2.0	12
believe	31882	7412	30102	7314	625.14	4.5036	88.36	3.87	2.0	01
coming	26878	7173	25061	7082	527.02	4.4294	85.52	3.8558	2.0	10
enough	25568	7159	23968	7057	501.33	4.4077	85.35	3.8549	2.0	01
getting	24719	7120	23513	7034	484.69	4.393	84.88	3.8525	2.0	10
being	24781	7083	23724	7019	485.9	4.3941	84.44	3.8503	2.0	10
wanted	25616	7039	25370	7013	502.27	4.4085	83.92	3.8476	2.0	10
gonna	101804	7021	100835	7010	1996.16	5.0078	83.7	3.8465	2.0	10
Listen	27784	6965	12674	5369	544.78	4.4438	83.04	3.843	2.0	10
happened	24994	6952	24907	6940	490.08	4.3979	82.88	3.8422	2.0	10
talking	25385	6952	24944	6924	497.75	4.4046	82.88	3.8422	2.0	10
looking	22066	6841	20932	6743	432.67	4.3437	81.56	3.8352	2.0	10
trying	22849	6841	22042	6764	448.02	4.3589	81.56	3.8352	2.0	10
yourself	22151	6802	22092	6799	434.33	4.3454	81.09	3.8327	2.0	01
someone	22752	6749	18537	6387	446.12	4.357	80.46	3.8293	2.0	12
today	22124	6570	19725	6367	433.8	4.3449	78.33	3.8176	2.0	01
without	18087	6512	16187	6282	354.65	4.2574	77.63	3.8138	2.0	01
haven	18844	6421	17293	6253	369.49	4.2752	76.55	3.8077	2.0	10
Hello	29857	6405	3228	2089	585.43	4.4751	76.36	3.8066	2.0	01
ready	19778	6398	16707	6105	387.8	4.2962	76.28	3.8061	2.0	10
pretty	20003	6344	17430	6076	392.22	4.3011	75.63	3.8024	2.0	10
myself	17470	6328	17347	6313	342.55	4.2423	75.44	3.8013	2.0	21
Okay	102320	6322	40017	5711	2006.27	5.01	75.37	3.8009	2.0	21
many	18331	6297	17336	6219	359.43	4.2632	75.07	3.7992	2.0	10
matter	18900	6242	18687	6217	370.59	4.2765	74.42	3.7954	2.0	10
Mr	60098	6159	191	78	1178.39	4.7789	73.43	3.7896	2.0	10
until	15426	6129	13619	5812	302.47	4.1883	73.07	3.7875	2.0	01
minute	19252	6066	19204	6057	377.49	4.2845	72.32	3.783	2.0	10
morning	22389	6055	19916	5904	439.0	4.3501	72.19	3.7822	2.0	10
Excuse	18773	6042	4153	2872	368.1	4.2736	72.03	3.7813	2.0	01
later	14889	5951	13588	5738	291.94	4.1729	70.95	3.7747	2.0	10
woman	22166	5925	20418	5744	434.63	4.3457	70.64	3.7728	2.0	10
alone	15735	5920	15212	5872	308.53	4.1969	70.58	3.7724	2.0	01
having	14752	5879	13957	5734	289.25	4.1689	70.09	3.7694	2.0	10
problem	16833	5872	16547	5840	330.06	4.2262	70.0	3.7689	2.0	10
ago	14592	5851	14580	5847	286.12	4.1641	69.75	3.7673	2.0	01
open	16341	5847	12221	5286	320.41	4.2133	69.71	3.767	2.0	10
saying	14874	5819	14733	5803	291.65	4.1725	69.37	3.7649	2.0	10
tonight	21047	5748	18906	5569	412.69	4.3232	68.53	3.7596	2.0	01
second	14513	5734	13210	5498	284.57	4.1618	68.36	3.7585	2.0	10
worry	14638	5727	14549	5716	287.02	4.1655	68.28	3.758	2.0	10
thinking	14353	5707	14047	5674	281.43	4.157	68.04	3.7565	2.0	10
happen	12968	5673	12938	5668	254.27	4.1129	67.63	3.7539	2.0	10
forget	14130	5661	9985	4831	277.06	4.1502	67.49	3.753	2.0	01
money	32679	5647	31545	5609	640.76	4.5143	67.32	3.7519	2.0	10
taking	12263	5641	11683	5508	240.45	4.0886	67.25	3.7514	2.0	10
under	13358	5576	12475	5447	261.92	4.1258	66.48	3.7464	2.0	10
mother	24476	5556	19376	5299	479.92	4.3888	66.24	3.7448	2.0	10
happy	16993	5531	13664	5202	333.2	4.2303	65.94	3.7429	2.0	10
aren	11946	5475	8871	4771	234.24	4.0773	65.27	3.7385	2.0	10
supposed	12865	5464	12755	5444	252.25	4.1094	65.14	3.7376	2.0	01
father	28279	5446	21688	5139	554.49	4.4515	64.93	3.7362	2.0	10
making	11349	5422	10718	5293	222.53	4.055	64.64	3.7342	2.0	10
easy	13551	5385	10851	5022	265.71	4.132	64.2	3.7313	2.0	10
working	12775	5370	12285	5275	250.49	4.1064	64.02	3.7301	2.0	10
gotta	25852	5221	24560	5128	506.9	4.4125	62.24	3.7178	2.0	10
minutes	13924	5208	13850	5196	273.02	4.1438	62.09	3.7168	2.0	10
business	16371	5186	15850	5136	321.0	4.2141	61.83	3.7149	2.0	10
baby	25978	5088	22729	4918	509.37	4.4146	60.66	3.7066	2.0	10
crazy	13886	5039	13059	4950	272.27	4.1426	60.07	3.7024	2.0	10
couple	11394	4989	10892	4873	223.41	4.0567	59.48	3.6981	2.0	10
either	9308	4986	8023	4590	182.51	3.9689	59.44	3.6978	2.0	10
waiting	10767	4980	10338	4897	211.12	4.0321	59.37	3.6973	2.0	10
almost	9857	4950	8491	4568	193.27	3.9938	59.01	3.6947	2.0	12
afraid	12631	4944	12167	4875	247.67	4.1015	58.94	3.6942	2.0	01
hours	10959	4859	10899	4849	214.88	4.0398	57.93	3.6866	2.0	10
telling	9730	4837	9559	4803	190.78	3.9882	57.67	3.6847	2.0	10
reason	9858	4828	9783	4805	193.29	3.9938	57.56	3.6839	2.0	10
inside	10775	4811	10252	4715	211.27	4.0325	57.36	3.6823	2.0	01
trouble	11401	4785	11010	4724	223.55	4.057	57.05	3.68	2.0	10
also	10528	4765	9336	4461	206.43	4.0224	56.81	3.6782	2.0	10
behind	9581	4729	9093	4630	187.86	3.9815	56.38	3.6749	2.0	01
started	9566	4727	9440	4695	187.57	3.9808	56.35	3.6747	2.0	10
ahead	10115	4726	10049	4716	198.33	4.005	56.34	3.6746	2.0	01
person	10857	4712	10784	4688	212.88	4.0357	56.18	3.6733	2.0	10
funny	11127	4659	10115	4421	218.18	4.0464	55.54	3.6684	2.0	10
between	8932	4654	8431	4504	175.14	3.951	55.48	3.6679	2.0	01
wanna	25796	4611	24276	4493	505.8	4.4116	54.97	3.6639	2.0	10
question	10116	4587	9854	4528	198.35	4.0051	54.69	3.6616	2.0	10
number	12288	4542	10586	4332	240.94	4.0895	54.15	3.6573	2.0	10
against	10288	4528	9977	4466	201.73	4.0124	53.98	3.656	2.0	01
welcome	9140	4499	4954	3160	179.22	3.961	53.64	3.6532	2.0	10
outside	8671	4429	8207	4324	170.02	3.9381	52.8	3.6464	2.0	11
sometimes	9129	4393	4952	3087	179.0	3.9605	52.37	3.6429	2.0	01
moment	9539	4391	9482	4374	187.04	3.9795	52.35	3.6427	2.0	10
answer	8986	4344	8076	4105	176.2	3.9536	51.79	3.638	2.0	10
feeling	8577	4344	8180	4232	168.18	3.9334	51.79	3.638	2.0	10
hour	8277	4343	8175	4323	162.29	3.9179	51.78	3.6379	2.0	10
along	9330	4314	9089	4242	182.94	3.9699	51.43	3.635	2.0	01
able	8155	4285	8048	4258	159.9	3.9115	51.08	3.6321	2.0	10
stupid	9405	4276	8456	4059	184.41	3.9734	50.98	3.6311	2.0	10
running	8054	4268	7692	4180	157.92	3.9061	50.88	3.6303	2.0	10
story	11260	4265	11048	4208	220.78	4.0516	50.85	3.63	2.0	10
honey	15325	4185	9954	3549	300.49	4.1854	49.89	3.6218	2.0	10
lady	11071	4129	8981	3792	217.08	4.0442	49.23	3.616	2.0	10
water	11478	4127	10619	3999	225.06	4.0599	49.2	3.6157	2.0	10
living	7983	4108	7628	4027	156.53	3.9022	48.97	3.6137	2.0	10
happens	6996	4060	6872	4005	137.18	3.8449	48.4	3.6086	2.0	10
taken	7071	4027	6935	3985	138.65	3.8495	48.01	3.6051	2.0	10
office	10399	3975	9913	3902	203.9	4.017	47.39	3.5994	2.0	10
leaving	7211	3962	6921	3869	141.39	3.8581	47.23	3.598	2.0	10
body	9972	3961	9740	3912	195.53	3.9988	47.22	3.5979	2.0	10
dinner	10336	3958	9643	3853	202.67	4.0144	47.19	3.5976	2.0	10
married	12163	3952	11776	3890	238.49	4.0851	47.11	3.5969	2.0	10
fire	10990	3948	9099	3704	215.49	4.041	47.07	3.5965	2.0	10
perfect	8091	3915	6687	3502	158.65	3.9081	46.67	3.5928	2.0	01
special	7577	3885	6616	3629	148.57	3.8796	46.32	3.5895	2.0	10
lucky	7316	3874	6089	3550	143.45	3.8643	46.19	3.5883	2.0	10
promise	7809	3874	6857	3687	153.12	3.8927	46.19	3.5883	2.0	10
asking	6546	3849	6452	3818	128.35	3.816	45.89	3.5855	2.0	10
women	9978	3827	8801	3599	195.65	3.9991	45.62	3.583	2.0	10
order	7985	3825	7264	3695	156.57	3.9023	45.6	3.5827	2.0	10
brother	14481	3795	12937	3681	283.94	4.1608	45.24	3.5793	2.0	10
himself	7168	3749	7122	3737	140.55	3.8555	44.69	3.574	2.0	01
alive	7878	3735	7714	3704	154.47	3.8965	44.53	3.5724	2.0	01
party	11890	3724	11254	3620	233.14	4.0752	44.4	3.5711	2.0	10
playing	7515	3707	7144	3584	147.35	3.876	44.19	3.5691	2.0	10
doctor	13461	3703	9101	3267	263.94	4.1291	44.15	3.5687	2.0	10
kidding	6822	3698	6694	3662	133.76	3.834	44.09	3.5681	2.0	10
figure	6598	3693	6356	3613	129.37	3.8195	44.03	3.5675	2.0	10
calling	6311	3660	6009	3563	123.75	3.8002	43.63	3.5636	2.0	10
unless	5798	3653	3557	2603	113.69	3.7634	43.55	3.5628	2.0	01
Hurry	8856	3638	4188	2554	173.65	3.9473	43.37	3.561	2.0	10
except	5696	3610	3434	2472	111.69	3.7556	43.04	3.5576	2.0	01
wonder	5966	3567	5465	3364	116.98	3.7758	42.53	3.5524	2.0	10
giving	5613	3561	5383	3485	110.06	3.7493	42.45	3.5517	2.0	10
somewhere	5688	3528	5142	3331	111.53	3.755	42.06	3.5477	2.0	12
follow	6283	3431	4659	2885	123.2	3.7982	40.9	3.5355	2.0	10
seeing	5591	3430	5228	3268	109.63	3.7476	40.89	3.5354	2.0	10
Mrs	15858	3415	57	36	310.94	4.2003	40.71	3.5335	2.0	10
explain	5670	3386	5321	3267	111.18	3.7537	40.37	3.5298	2.0	01
husband	9935	3377	9797	3359	194.8	3.9972	40.26	3.5287	2.0	10
police	12044	3369	9934	3146	236.16	4.0808	40.16	3.5276	2.0	01
city	8624	3321	5760	2637	169.1	3.9358	39.59	3.5214	2.0	10
moving	6104	3320	5744	3178	119.69	3.7857	39.58	3.5213	2.0	10
meeting	6752	3307	6589	3256	132.39	3.8295	39.43	3.5196	2.0	10
expect	5299	3306	5220	3285	103.9	3.7243	39.41	3.5194	2.0	01
rather	5825	3305	5546	3236	114.22	3.7654	39.4	3.5193	2.0	10
country	8254	3298	8030	3244	161.84	3.9167	39.32	3.5184	2.0	10
become	5894	3286	5798	3260	115.57	3.7705	39.18	3.5168	2.0	01
early	5510	3284	5221	3192	108.04	3.7412	39.15	3.5165	2.0	10
longer	5046	3279	4992	3260	98.94	3.703	39.09	3.5159	2.0	10
children	8930	3276	8314	3161	175.1	3.9509	39.06	3.5155	2.0	10
handle	5529	3272	5439	3255	108.41	3.7427	39.01	3.5149	2.0	10
control	6662	3263	5978	3139	130.63	3.8237	38.9	3.5138	2.0	01
careful	5550	3256	4396	2813	108.82	3.7444	38.82	3.5128	2.0	10
forgot	5045	3217	4886	3146	98.92	3.7029	38.35	3.5076	2.0	01
busy	5433	3206	5214	3141	106.53	3.7351	38.22	3.5061	2.0	10
picture	7061	3178	6868	3119	138.45	3.8489	37.89	3.5023	2.0	10
questions	6016	3169	5900	3139	117.96	3.7794	37.78	3.5011	2.0	10
tired	5745	3148	5544	3097	112.65	3.7594	37.53	3.4982	2.0	10
watching	5081	3138	4818	3033	99.63	3.706	37.41	3.4968	2.0	10
quiet	5978	3135	4377	2683	117.22	3.7766	37.37	3.4964	2.0	10
finish	5045	3124	4582	2942	98.92	3.7029	37.24	3.4949	2.0	10
mistake	5200	3121	5156	3115	101.96	3.7161	37.21	3.4944	2.0	01
ladies	7054	3101	4390	2295	138.31	3.8485	36.97	3.4916	2.0	10
needed	4818	3101	4789	3093	94.47	3.683	36.97	3.4916	2.0	10
cannot	6465	3080	6380	3058	126.76	3.8106	36.72	3.4887	2.0	10
given	4851	3071	4579	2962	95.12	3.6859	36.61	3.4874	2.0	10
worried	4831	3061	4770	3041	94.73	3.6841	36.49	3.486	2.0	10
sister	9207	3046	7971	2911	180.53	3.9642	36.31	3.4839	2.0	10
coffee	7371	3039	6559	2876	144.53	3.8676	36.23	3.4829	2.0	10
sitting	4814	3005	4549	2902	94.39	3.6826	35.82	3.478	2.0	10
daughter	8739	2993	8576	2957	171.35	3.9415	35.68	3.4763	2.0	10
power	7600	2980	7049	2854	149.02	3.8809	35.53	3.4744	2.0	10
middle	4549	2957	4154	2785	89.2	3.658	35.25	3.471	2.0	10
human	6363	2931	5908	2827	124.76	3.8037	34.94	3.4672	2.0	10
Perhaps	6939	2926	2963	1778	136.06	3.8414	34.88	3.4664	2.0	01
others	5061	2916	4799	2826	99.24	3.7043	34.76	3.4649	2.0	10
parents	7177	2902	6954	2864	140.73	3.856	34.6	3.4628	2.0	10
across	4801	2892	4577	2814	94.14	3.6814	34.48	3.4613	2.0	01
Besides	4328	2891	1162	1021	84.86	3.6364	34.47	3.4612	2.0	01
table	5387	2889	5136	2826	105.63	3.7314	34.44	3.4609	2.0	10
simple	4555	2861	4169	2706	89.31	3.6586	34.11	3.4567	2.0	10
suppose	6416	2854	5507	2688	125.8	3.8073	34.02	3.4556	2.0	01
secret	5585	2847	4969	2688	109.51	3.7471	33.94	3.4545	2.0	10
instead	4043	2822	3268	2409	79.27	3.6068	33.64	3.4507	2.0	01
relax	4936	2807	2806	1884	96.78	3.6935	33.46	3.4484	2.0	01
evening	6155	2803	5716	2681	120.69	3.7893	33.42	3.4478	2.0	10
wearing	4410	2790	4329	2753	86.47	3.6445	33.26	3.4458	2.0	10
cover	4808	2782	4247	2569	94.27	3.6821	33.17	3.4445	2.0	10
seven	5327	2780	3853	2305	104.45	3.7266	33.14	3.4442	2.0	10
finished	4269	2777	4047	2675	83.71	3.6304	33.11	3.4437	2.0	10
enjoy	4222	2769	3149	2236	82.78	3.6256	33.01	3.4425	2.0	01
surprise	4534	2738	3954	2556	88.9	3.6566	32.64	3.4376	2.0	01
lying	4472	2733	4319	2687	87.69	3.6506	32.58	3.4368	2.0	10
standing	3994	2702	3712	2588	78.31	3.6015	32.21	3.4318	2.0	10
music	7734	2699	6912	2508	151.65	3.8885	32.18	3.4314	2.0	10
certain	4354	2654	4170	2582	85.37	3.639	31.64	3.4241	2.0	10
Daddy	9439	2645	2455	1238	185.08	3.975	31.53	3.4226	2.0	10
future	5278	2631	5099	2607	103.49	3.7226	31.37	3.4203	2.0	10
missing	4484	2626	4301	2575	87.92	3.6518	31.31	3.4195	2.0	10
paper	5271	2626	4995	2557	103.35	3.722	31.31	3.4195	2.0	10
present	4562	2622	4340	2544	89.45	3.6593	31.26	3.4188	2.0	10
report	5508	2621	5109	2527	108.0	3.7411	31.25	3.4186	2.0	01
return	4676	2611	4311	2508	91.69	3.67	31.13	3.417	2.0	01
realize	4032	2604	4009	2596	79.06	3.6056	31.04	3.4158	2.0	12
pleasure	4118	2545	3711	2365	80.75	3.6148	30.34	3.4059	2.0	10
putting	3467	2537	3259	2417	67.98	3.5401	30.25	3.4045	2.0	10
figured	3893	2533	3733	2461	76.33	3.5904	30.2	3.4038	2.0	10
million	6145	2528	6091	2519	120.49	3.7886	30.14	3.4029	2.0	10
neither	3451	2527	2037	1637	67.67	3.5381	30.13	3.4028	2.0	10
during	3872	2524	3369	2310	75.92	3.588	30.09	3.4023	2.0	10
using	3520	2513	3301	2398	69.02	3.5467	29.96	3.4004	2.0	10
starting	3558	2500	3233	2326	69.76	3.5513	29.8	3.3981	2.0	10
lovely	4853	2473	4163	2247	95.16	3.6861	29.48	3.3934	2.0	10
walking	3826	2470	3559	2368	75.02	3.5829	29.45	3.3929	2.0	10
holding	3530	2442	3362	2378	69.22	3.5479	29.11	3.3879	2.0	10
window	4386	2442	4287	2410	86.0	3.6422	29.11	3.3879	2.0	10
hungry	3931	2441	3690	2352	77.08	3.5946	29.1	3.3877	2.0	10
problems	3931	2427	3857	2395	77.08	3.5946	28.93	3.3852	2.0	10
message	4667	2424	4509	2392	91.51	3.6691	28.9	3.3847	2.0	10
building	5078	2411	4690	2305	99.57	3.7058	28.74	3.3824	2.0	10
broken	3634	2409	3450	2356	71.25	3.5605	28.72	3.382	2.0	10
service	4076	2407	3427	2188	79.92	3.6103	28.7	3.3817	2.0	10
record	4365	2395	4265	2365	85.59	3.6401	28.55	3.3795	2.0	01
bother	3436	2383	3399	2370	67.37	3.5362	28.41	3.3773	2.0	10
killing	3965	2381	3694	2296	77.75	3.5984	28.39	3.3769	2.0	10
single	3676	2377	3452	2279	72.08	3.5655	28.34	3.3762	2.0	10
offer	3810	2371	3740	2342	74.71	3.581	28.27	3.3751	2.0	10
favor	3609	2370	3569	2366	70.76	3.5575	28.25	3.3749	2.0	10
upset	3800	2354	3768	2352	74.51	3.5799	28.06	3.372	2.0	01
forward	3689	2341	3323	2254	72.33	3.567	27.91	3.3696	2.0	10
honest	3689	2331	3241	2128	72.33	3.567	27.79	3.3677	2.0	10
speaking	3565	2326	2507	1775	69.9	3.5522	27.73	3.3668	2.0	10
buddy	5247	2321	4328	2189	102.88	3.72	27.67	3.3659	2.0	10
th	4989	2289	4944	2274	97.82	3.6981	27.29	3.3598	2.0	11
Jesus	8220	2273	25	18	161.18	3.9149	27.1	3.3568	2.0	10
Goodbye	5942	2268	2106	1294	116.51	3.774	27.04	3.3558	2.0	21
respect	3644	2265	3476	2226	71.45	3.5617	27.0	3.3553	2.0	01
agree	3298	2264	3269	2253	64.67	3.5184	26.99	3.3551	2.0	01
driving	3780	2264	3627	2207	74.12	3.5776	26.99	3.3551	2.0	10
Tv	5199	2263	76	50	101.94	3.716	26.98	3.3549	2.0	11
private	3874	2257	3215	2108	75.96	3.5883	26.91	3.3537	2.0	10
whether	3424	2253	2876	1985	67.14	3.5347	26.86	3.353	2.0	10
system	4667	2240	4500	2200	91.51	3.6691	26.7	3.3504	2.0	10
mention	3033	2211	2985	2184	59.47	3.482	26.36	3.3448	2.0	10
forgive	3917	2209	2792	1779	76.8	3.5931	26.34	3.3444	2.0	01
carry	3361	2181	2973	2003	65.9	3.5266	26.0	3.3389	2.0	10
plenty	3178	2181	2704	1961	62.31	3.5023	26.0	3.3389	2.0	10
notice	3022	2170	2833	2069	59.25	3.4804	25.87	3.3367	2.0	10
involved	3465	2164	3441	2160	67.94	3.5398	25.8	3.3355	2.0	01
protect	3583	2161	3390	2098	70.25	3.5544	25.76	3.3349	2.0	01
promised	3169	2160	3105	2139	62.14	3.5011	25.75	3.3347	2.0	10
upstairs	3607	2155	3327	2044	70.73	3.5573	25.69	3.3336	2.0	01
hundred	4015	2138	3884	2090	78.73	3.6038	25.49	3.3302	2.0	10
gotten	2768	2134	2757	2132	54.27	3.4423	25.44	3.3294	2.0	10
normal	3589	2134	3410	2086	70.37	3.5551	25.44	3.3294	2.0	10
admit	3019	2125	2727	1999	59.2	3.48	25.33	3.3276	2.0	01
public	3625	2107	3330	1998	71.08	3.5594	25.12	3.3239	2.0	10
eating	3102	2105	2954	2040	60.82	3.4918	25.1	3.3235	2.0	10
nervous	3425	2105	3272	2047	67.16	3.5348	25.1	3.3235	2.0	10
movie	6271	2101	6103	2066	122.96	3.7974	25.05	3.3226	2.0	10
station	4033	2099	3606	1960	79.08	3.6057	25.02	3.3222	2.0	10
surprised	2808	2099	2669	2017	55.06	3.4486	25.02	3.3222	2.0	01
awful	3234	2092	3046	2029	63.41	3.5099	24.94	3.3208	2.0	10
visit	2993	2091	2950	2069	58.69	3.4763	24.93	3.3206	2.0	10
staying	3040	2085	2936	2034	59.61	3.483	24.86	3.3193	2.0	10
dying	3416	2084	3305	2049	66.98	3.5336	24.85	3.3191	2.0	10
extra	3017	2070	2744	1969	59.16	3.4797	24.68	3.3162	2.0	10
dirty	3389	2060	3007	1907	66.45	3.5302	24.56	3.3141	2.0	10
fighting	3611	2056	3386	1995	70.8	3.5577	24.51	3.3132	2.0	10
marry	5322	2046	4991	1997	104.35	3.7262	24.39	3.3111	2.0	10
murder	5717	2046	5277	1977	112.1	3.7572	24.39	3.3111	2.0	10
sleeping	3027	2041	2828	1937	59.35	3.4812	24.33	3.3101	2.0	10
keeping	2608	2040	2395	1927	51.14	3.4165	24.32	3.3098	2.0	10
hotel	5264	2021	4201	1797	103.22	3.7214	24.09	3.3058	2.0	01
often	2925	2017	2823	1971	57.35	3.4663	24.05	3.3049	2.0	10
losing	2722	2016	2549	1935	53.37	3.435	24.03	3.3047	2.0	10
begin	2906	2013	2743	1945	56.98	3.4634	24.0	3.3041	2.0	01
English	3777	2007	65	49	74.06	3.5773	23.93	3.3028	2.0	10
seconds	3603	2000	3580	1991	70.65	3.5568	23.84	3.3012	2.0	10
reading	3133	1988	2974	1924	61.43	3.4961	23.7	3.2986	2.0	10
within	3017	1983	2740	1873	59.16	3.4797	23.64	3.2975	2.0	01
places	2706	1973	2573	1915	53.06	3.4325	23.52	3.2953	2.0	10
double	3198	1972	2558	1686	62.71	3.505	23.51	3.2951	2.0	10
breakfast	3381	1966	3025	1846	66.29	3.5292	23.44	3.2938	2.0	10
hoping	2544	1965	2478	1933	49.88	3.4057	23.43	3.2936	2.0	10
attack	3853	1957	3636	1901	75.55	3.5859	23.33	3.2918	2.0	01
bigger	2765	1948	2618	1885	54.22	3.4419	23.22	3.2898	2.0	10
girlfriend	3881	1946	3775	1919	76.1	3.5891	23.2	3.2894	2.0	12
helping	2588	1941	2487	1891	50.75	3.4131	23.14	3.2882	2.0	10
college	4344	1921	3918	1801	85.18	3.638	22.9	3.2838	2.0	10
decide	2571	1920	2528	1902	50.41	3.4103	22.89	3.2835	2.0	01
hanging	2735	1920	2538	1811	53.63	3.4371	22.89	3.2835	2.0	10
darling	6613	1907	5095	1724	129.67	3.8205	22.73	3.2806	2.0	10
Holy	3475	1889	884	577	68.14	3.5411	22.52	3.2765	2.0	10
honor	4912	1887	2989	1578	96.31	3.6913	22.5	3.276	2.0	10
machine	3583	1880	3319	1822	70.25	3.5544	22.41	3.2744	2.0	01
feelings	2938	1869	2875	1857	57.61	3.4682	22.28	3.2718	2.0	10
complete	2636	1866	2495	1789	51.69	3.4211	22.25	3.2711	2.0	01
Uncle	6327	1865	2225	1059	124.06	3.8013	22.23	3.2709	2.0	10
angry	3008	1864	2890	1826	58.98	3.4784	22.22	3.2707	2.0	10
accept	2692	1861	2598	1820	52.78	3.4302	22.19	3.27	2.0	01
hardly	2613	1858	2312	1666	51.24	3.4173	22.15	3.2693	2.0	10
action	3115	1857	2748	1737	61.08	3.4936	22.14	3.269	2.0	10
silly	2912	1845	2654	1730	57.1	3.4643	22.0	3.2662	2.0	10
bathroom	3145	1835	3039	1787	61.67	3.4978	21.88	3.2639	2.0	12
sweetheart	3272	1830	2609	1592	64.16	3.5149	21.82	3.2627	2.0	12
boyfriend	3684	1829	3583	1810	72.24	3.5664	21.8	3.2625	2.0	12
interest	2598	1828	2583	1821	50.94	3.4148	21.79	3.2622	2.0	10
contact	3305	1826	3084	1766	64.8	3.5193	21.77	3.2617	2.0	12
herself	2675	1822	2664	1819	52.45	3.4275	21.72	3.2608	2.0	01
willing	2512	1822	2484	1806	49.25	3.4002	21.72	3.2608	2.0	10
apart	2398	1821	2281	1748	47.02	3.38	21.71	3.2605	2.0	01
upon	3199	1817	3045	1749	62.73	3.5051	21.66	3.2596	2.0	01
kitchen	2974	1815	2807	1750	58.31	3.4735	21.64	3.2591	2.0	10
acting	2675	1813	2533	1746	52.45	3.4275	21.61	3.2586	2.0	10
further	2690	1813	2597	1774	52.75	3.4299	21.61	3.2586	2.0	10
corner	2679	1806	2573	1761	52.53	3.4281	21.53	3.257	2.0	10
quickly	2881	1804	2358	1620	56.49	3.4597	21.51	3.2565	2.0	10
thousand	3534	1802	3449	1763	69.29	3.5484	21.48	3.256	2.0	10
pictures	3477	1801	3287	1750	68.18	3.5413	21.47	3.2558	2.0	10
lately	2459	1795	2291	1698	48.22	3.3909	21.4	3.2543	2.0	10
pardon	3297	1788	1840	1140	64.65	3.5183	21.32	3.2526	2.0	10
Captain	10622	1785	2630	953	208.27	4.0262	21.28	3.2519	2.0	10
dollars	3998	1782	3938	1757	78.39	3.602	21.24	3.2512	2.0	10
knowing	2307	1781	2032	1621	45.24	3.3632	21.23	3.2509	2.0	10
above	2493	1778	2350	1703	48.88	3.3969	21.2	3.2502	2.0	01
bottom	2546	1778	2329	1654	49.92	3.406	21.2	3.2502	2.0	10
bringing	2282	1772	2147	1692	44.75	3.3585	21.13	3.2487	2.0	10
partner	3836	1772	3739	1762	75.22	3.584	21.13	3.2487	2.0	10
Ok	25928	1771	1617	344	508.39	4.4138	21.11	3.2485	2.0	11
themselves	2343	1766	2342	1765	45.94	3.37	21.05	3.2472	2.0	01
empty	2409	1764	2214	1663	47.24	3.382	21.03	3.2467	2.0	10
Major	5343	1760	2354	1443	104.76	3.7279	20.98	3.2458	2.0	10
letter	4213	1758	4140	1738	82.61	3.6247	20.96	3.2453	2.0	10
drinking	2685	1753	2565	1699	52.65	3.4291	20.9	3.244	2.0	10
marriage	3930	1747	3686	1694	77.06	3.5945	20.83	3.2425	2.0	10
allowed	2286	1729	2278	1726	44.82	3.3593	20.61	3.238	2.0	01
final	2533	1712	2321	1606	49.67	3.4038	20.41	3.2338	2.0	10
